TIME;EVENT;APP;IFACE;DEST;DEST_APP;CHANNEL;MODE;RESULT;MS;SESSION;TRACE;FLOW;FAILURE
09/10/2026 07:19:03;EVT-0000526;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;5372;SESS-8A20569C29;REQ-A332FBC63699;Sales Order to Fulfillment;CFG_017~Configuration~Interface configuration mismatch
09/15/2026 01:58:22;EVT-0000559;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2737;SESS-C69C182C87;REQ-713F1136D81B;Customer Demand to Planning;
09/13/2026 00:30:33;EVT-0000561;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2599;SESS-3E31396891;REQ-FE120744AB27;Customer Demand to Planning;
09/16/2026 06:13:24;EVT-0000575;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2563;SESS-A709B2D666;REQ-70F9BCC14595;Customer Demand to Planning;
09/16/2026 09:38:57;EVT-0000581;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2536;SESS-C0EA522A2E;REQ-32E1B506C99B;Customer Demand to Planning;
09/11/2026 19:56:00;EVT-0000584;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;2723;SESS-E523F660DF;REQ-A23CF8A9CA6B;Sales Order to Fulfillment;INFRA_008~Infrastructure~Runtime node unavailable
09/10/2026 11:19:25;EVT-0000602;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;3406;SESS-9D2AE83554;REQ-62A2BDDF2B0C;Demand Forecast to Supply Planning;
09/10/2026 14:37:19;EVT-0000610;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2765;SESS-884546722F;REQ-3CEB270817BE;Customer Demand to Planning;
09/12/2026 02:04:44;EVT-0000630;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;843;SESS-233BA0C70C;REQ-9AAD80EB1D16;Sales Order to Fulfillment;
09/13/2026 21:19:38;EVT-0000652;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;18862;SESS-1A4A9E7428;REQ-1BDAFE091896;Customer Demand to Planning;INFRA_008~Infrastructure~Runtime node unavailable
09/12/2026 17:07:02;EVT-0000661;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2560;SESS-E307289E65;REQ-ED03B8796F91;Customer Demand to Planning;
09/13/2026 06:10:05;EVT-0000668;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1956;SESS-479CB0FA9B;REQ-514F62CA6C4A;Demand Forecast to Supply Planning;
09/16/2026 00:17:35;EVT-0000684;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2624;SESS-BC40940D6D;REQ-96C605FB29C1;Demand Forecast to Supply Planning;
09/16/2026 22:11:48;EVT-0000697;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Retried;7897;SESS-94E9E66498;REQ-2BD6DE5C11C6;Customer Demand to Planning;AUTH_401~Authentication~Service credential rejected
09/16/2026 19:27:51;EVT-0000712;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;970;SESS-542CF4EFAD;REQ-B894E41AF5F1;Sales Order to Fulfillment;
09/14/2026 08:53:28;EVT-0000714;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1495;SESS-E4AFB5CCD4;REQ-A92DCBBC0C56;Customer Demand to Planning;
09/11/2026 04:51:17;EVT-0000720;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;5101;SESS-2367F67280;REQ-036C5B14ADA3;Sales Order to Fulfillment;DB_COMMIT_014~Database~Transaction commit failed
09/12/2026 02:41:54;EVT-0000721;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1747;SESS-0491C7D6AA;REQ-1D56CDE61E59;Customer Demand to Planning;
09/14/2026 02:30:30;EVT-0000728;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1332;SESS-785261F1C1;REQ-2AA76D3F6CFD;Sales Order to Fulfillment;
09/16/2026 19:19:42;EVT-0000730;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1980;SESS-8B9AAFAD8E;REQ-9A10D1EC4FD2;Demand Forecast to Supply Planning;
09/16/2026 21:37:53;EVT-0000741;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;14109;SESS-FE960C6142;REQ-055D6D4CBA08;Customer Demand to Planning;NET_CONN_003~Network~Connection reset by peer
09/13/2026 18:55:42;EVT-0000752;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2894;SESS-6E97DFB87B;REQ-C51613BA20A2;Customer Demand to Planning;
09/14/2026 00:12:16;EVT-0000756;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1783;SESS-E4B6C7E44D;REQ-EFB6C15924FF;Customer Demand to Planning;
09/13/2026 21:33:27;EVT-0000762;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2658;SESS-EF00938ADD;REQ-A54C9814690F;Customer Demand to Planning;
09/12/2026 17:47:35;EVT-0000764;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;3472;SESS-E65C7D260F;REQ-05BE6D3D440B;Sales Order to Fulfillment;NET_CONN_003~Network~Connection reset by peer
09/16/2026 10:41:04;EVT-0000767;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1456;SESS-691D1D4855;REQ-E02CDD16705F;Sales Order to Fulfillment;
09/13/2026 09:17:58;EVT-0000772;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;7383;SESS-E2F3C31CB2;REQ-DA0F31771569;Demand Forecast to Supply Planning;VAL_400~Validation~Required business field failed validation
09/12/2026 04:46:22;EVT-0000773;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1491;SESS-77E5C1173A;REQ-7BD20ECB7A7C;Sales Order to Fulfillment;
09/12/2026 03:10:53;EVT-0000788;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1620;SESS-6CE481D2BC;REQ-9CC806F099DE;Sales Order to Fulfillment;
09/15/2026 12:54:22;EVT-0000800;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;961;SESS-D4889B593F;REQ-F3CF94460219;Sales Order to Fulfillment;
09/14/2026 00:57:10;EVT-0000814;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1859;SESS-F28D56EBB1;REQ-7815ACFEEB3A;Demand Forecast to Supply Planning;
09/10/2026 03:38:00;EVT-0000817;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Rejected;11710;SESS-F6BF1A79E8;REQ-60DB5748B922;Sales Order to Fulfillment;NET_CONN_003~Network~Connection reset by peer
09/11/2026 02:22:52;EVT-0000826;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;4423;SESS-9714DB73D0;REQ-DF98A083B15A;Sales Order to Fulfillment;TIME_004~Timeout~Downstream response exceeded SLA
09/11/2026 14:37:23;EVT-0000829;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2462;SESS-CC22997B09;REQ-2A1FC7638C77;Demand Forecast to Supply Planning;
09/15/2026 18:45:46;EVT-0000836;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2046;SESS-45ABE6E4F6;REQ-CBBAC1CC92B6;Customer Demand to Planning;
09/13/2026 06:13:48;EVT-0000837;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1122;SESS-0A490AB1E9;REQ-399CA9626825;Sales Order to Fulfillment;
09/14/2026 18:37:02;EVT-0000838;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1831;SESS-3B4C5B95D7;REQ-1AB3706AC322;Demand Forecast to Supply Planning;
09/15/2026 09:11:23;EVT-0000843;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2584;SESS-1E3EDAD14A;REQ-7B828865CBAC;Customer Demand to Planning;
09/13/2026 02:23:56;EVT-0000847;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1372;SESS-F8ECB50F2D;REQ-6EF867E853DF;Sales Order to Fulfillment;
09/13/2026 06:27:04;EVT-0000857;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Rejected;4321;SESS-D7EF82F6CC;REQ-64A2312A3A9F;Sales Order to Fulfillment;CAP_003~Capacity~Downstream service is at capacity
09/14/2026 13:02:59;EVT-0000858;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2459;SESS-BD3EB48D50;REQ-C45B4DBA7E37;Demand Forecast to Supply Planning;
09/10/2026 19:13:20;EVT-0000862;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;3272;SESS-948616419E;REQ-260257FE4DEF;Demand Forecast to Supply Planning;
09/14/2026 02:53:36;EVT-0000866;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;3181;SESS-E0E12DAE70;REQ-BF5D6E9104D8;Demand Forecast to Supply Planning;
09/10/2026 13:50:30;EVT-0000870;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2650;SESS-F7E1DF595C;REQ-17718BC4DC83;Customer Demand to Planning;
09/10/2026 22:45:32;EVT-0000908;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;3005;SESS-5E00F5CF15;REQ-DCC887A252AC;Customer Demand to Planning;
09/12/2026 09:50:05;EVT-0000925;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1497;SESS-A389999929;REQ-A21BE8B72C0A;Sales Order to Fulfillment;
09/16/2026 12:45:46;EVT-0000937;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;1724;SESS-5FA66DD969;REQ-A565C71F7DC5;Demand Forecast to Supply Planning;
09/11/2026 19:10:01;EVT-0000947;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1271;SESS-0A26E59C7B;REQ-EB7A51E86D85;Sales Order to Fulfillment;
09/10/2026 03:29:32;EVT-0000956;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2698;SESS-5297684ABF;REQ-1F2CA919FBC1;Demand Forecast to Supply Planning;
09/16/2026 18:35:51;EVT-0000973;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2460;SESS-C6C22ACBB1;REQ-72E070A757CE;Customer Demand to Planning;
09/14/2026 08:24:33;EVT-0000974;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1393;SESS-C0110A1C6C;REQ-8F3940EBABF0;Sales Order to Fulfillment;
09/12/2026 18:21:23;EVT-0000990;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2467;SESS-3407D0EB80;REQ-94C198ED94CD;Demand Forecast to Supply Planning;
09/14/2026 01:45:14;EVT-0000996;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1670;SESS-5102606D91;REQ-3030F77191AB;Customer Demand to Planning;
09/15/2026 13:54:28;EVT-0000999;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;3437;SESS-5EEDD1FF10;REQ-A0CD5C08ECD3;Sales Order to Fulfillment;NET_CONN_003~Network~Connection reset by peer
09/12/2026 03:49:55;EVT-0001015;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Rejected;13126;SESS-92E5C3174B;REQ-60745CB3DB7D;Customer Demand to Planning;EXT_502~External Service~Downstream service returned 502
09/13/2026 05:27:08;EVT-0001033;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1022;SESS-2092C8787F;REQ-9BCD3491E8BF;Sales Order to Fulfillment;
09/10/2026 04:13:30;EVT-0001043;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;661;SESS-D1CE91B3E8;REQ-02B5FFF8435C;Sales Order to Fulfillment;
09/13/2026 06:56:43;EVT-0001054;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1834;SESS-BA24DA3A02;REQ-DC7EE56F8A76;Customer Demand to Planning;
09/15/2026 21:12:06;EVT-0001057;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;5142;SESS-7408302A40;REQ-42B79AC683DD;Demand Forecast to Supply Planning;CFG_017~Configuration~Interface configuration mismatch
09/11/2026 13:29:24;EVT-0001059;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;3490;SESS-29692F26C4;REQ-7F73562B6DD1;Customer Demand to Planning;
09/14/2026 15:49:50;EVT-0001061;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2262;SESS-25377EB4CF;REQ-207EE9373750;Demand Forecast to Supply Planning;
09/13/2026 12:06:06;EVT-0001065;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Rejected;6008;SESS-D3F9941D9E;REQ-A7408D6096FB;Sales Order to Fulfillment;CAP_003~Capacity~Downstream service is at capacity
09/15/2026 00:31:03;EVT-0001087;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;895;SESS-095E10A0C6;REQ-F61D45A2304E;Sales Order to Fulfillment;
09/13/2026 08:03:52;EVT-0001088;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1663;SESS-3252F555C6;REQ-4A8F2E60B882;Customer Demand to Planning;
09/11/2026 18:31:20;EVT-0001091;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1352;SESS-121C26458B;REQ-440CF7E809A7;Sales Order to Fulfillment;
09/13/2026 21:01:48;EVT-0001101;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;582;SESS-3156771052;REQ-BD2FCA25F8F2;Sales Order to Fulfillment;
09/11/2026 17:56:03;EVT-0001106;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Retried;3014;SESS-89563B17B4;REQ-825213DE0B23;Sales Order to Fulfillment;CFG_017~Configuration~Interface configuration mismatch
09/14/2026 17:25:38;EVT-0001110;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1740;SESS-669E942D2D;REQ-4A1E9E2DD53A;Customer Demand to Planning;
09/13/2026 19:32:38;EVT-0001129;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1200;SESS-C1760CE406;REQ-6B60F8876309;Sales Order to Fulfillment;
09/16/2026 19:13:41;EVT-0001142;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;3503;SESS-502564CBC0;REQ-383CC8554ECA;Demand Forecast to Supply Planning;AUTH_401~Authentication~Service credential rejected
09/14/2026 17:44:13;EVT-0001148;OM;IF_CRMOM_OROM_001;ORACLE_SCM;OM;REST_API;REST;Completed;1483;SESS-F7C80832EE;REQ-50BD9C5BCCFD;Sales Order to Fulfillment;
09/12/2026 19:59:18;EVT-0001151;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;2269;SESS-2163B45651;REQ-EFEA105FA777;Customer Demand to Planning;
09/13/2026 03:59:51;EVT-0001164;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Retried;3666;SESS-C9CA66B7D1;REQ-B75BAED86242;Demand Forecast to Supply Planning;CAP_003~Capacity~Downstream service is at capacity
09/14/2026 08:12:32;EVT-0001165;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2657;SESS-BE21006842;REQ-78F1A1DB2348;Demand Forecast to Supply Planning;
09/12/2026 17:10:21;EVT-0001174;SM;IF_CRMSM_SAPPP_001;SAP_ERP;PP;REST_API;REST;Completed;1213;SESS-DDBFBCBB1D;REQ-B51861599A84;Customer Demand to Planning;
09/14/2026 11:17:19;EVT-0001179;DM;IF_CRMDM_ORSC_001;ORACLE_SCM;SC;Kafka;Async;Completed;2461;SESS-EEA02BD31E;REQ-AAE189C317F7;Demand Forecast to Supply Planning;
