EventID,InterfaceID,SourceSystem,TargetSystem,Middleware,Pattern,Status,ErrorCode,ErrorText,RootCauseClass,Latency_ms,SessionID,RequestID,Timestamp
EVT-0000298,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3959,SESS-48CA6A8F2D,REQ-D710F40A6FDC,2026-09-11 15:53:22
EVT-0000342,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,14887,SESS-9624FE19CA,REQ-AFD62F41EA3C,2026-09-10 20:19:47
EVT-0000349,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,13612,SESS-8EABBE5046,REQ-B34D6E39C904,2026-09-16 20:54:21
EVT-0000353,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3725,SESS-379579BC27,REQ-A7120B3DBD92,2026-09-12 20:13:33
EVT-0000367,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5061,SESS-C996824E73,REQ-4CC9F9D17C9F,2026-09-11 03:33:03
EVT-0000369,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,2831,SESS-AA2A251B31,REQ-DF7A25A1AB70,2026-09-13 09:13:16
EVT-0000376,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3127,SESS-BAC1FDBFF4,REQ-C2C3EE91208C,2026-09-12 14:55:03
EVT-0000388,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Failed,AUTH_401,Service credential rejected,Authentication,61819,SESS-8032AEB34C,REQ-A12768AE6EA4,2026-09-10 22:30:10
EVT-0000406,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,20064,SESS-7F8F263E00,REQ-6CE2112136D3,2026-09-16 17:22:33
EVT-0000407,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,CAP_003,Downstream service is at capacity,Capacity,39415,SESS-C1F6E7AB66,REQ-D4F8B1B10A32,2026-09-16 15:25:02
EVT-0000425,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,16131,SESS-D4B033E036,REQ-0A38716F2618,2026-09-10 04:29:48
EVT-0000429,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,11688,SESS-1E00344D3B,REQ-0623A20FC62C,2026-09-10 02:25:07
EVT-0000446,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4220,SESS-9595981034,REQ-BFDED132EFD1,2026-09-13 17:44:46
EVT-0000460,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,9842,SESS-E88D8E27EB,REQ-123BEF7AD895,2026-09-12 04:24:45
EVT-0000530,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,DB_COMMIT_014,Transaction commit failed,Database,44374,SESS-3B76AE0D6B,REQ-642C7437CAAB,2026-09-15 06:13:16
EVT-0000554,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,11876,SESS-121EB1689F,REQ-D0F1E22F68B5,2026-09-10 07:46:16
EVT-0000567,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,10339,SESS-4735F5C151,REQ-6D70C29AB5F9,2026-09-14 09:04:13
EVT-0000568,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4198,SESS-F1909F5F6C,REQ-24C8E69F4278,2026-09-13 10:42:12
EVT-0000578,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4674,SESS-502DB8FC94,REQ-6000A83B6D40,2026-09-10 04:48:51
EVT-0000603,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Failed,VAL_400,Required business field failed validation,Validation,17767,SESS-1700694557,REQ-DF80B0590BF2,2026-09-12 21:25:16
EVT-0000608,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,18313,SESS-6F9BDC8973,REQ-43E1AC4EA646,2026-09-11 20:09:40
EVT-0000616,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,16139,SESS-F80B7B1750,REQ-5050AF168E0B,2026-09-14 16:40:20
EVT-0000624,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,6160,SESS-DE84ABE993,REQ-9645A5D99ACB,2026-09-12 08:14:53
EVT-0000629,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5137,SESS-55B448DE70,REQ-157E32B66D5E,2026-09-15 05:58:28
EVT-0000635,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,15128,SESS-3429430C57,REQ-237CC2C198FE,2026-09-10 20:47:46
EVT-0000638,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Failed,DB_COMMIT_014,Transaction commit failed,Database,18983,SESS-0F83A98136,REQ-914A89B51638,2026-09-14 01:55:49
EVT-0000639,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,15502,SESS-F30E7C3C7E,REQ-0BA5A8042130,2026-09-14 04:24:54
EVT-0000673,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,2704,SESS-0918D54806,REQ-BB2DF238C430,2026-09-12 07:53:12
EVT-0000738,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,10596,SESS-B281FDF89D,REQ-B3E8A9BB6C85,2026-09-12 10:03:44
EVT-0000750,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,9753,SESS-3336F4EF22,REQ-B204C8BF9D25,2026-09-15 07:26:49
EVT-0000786,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5133,SESS-DF7FC6A9F6,REQ-793116E608A6,2026-09-10 23:39:12
EVT-0000787,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,6497,SESS-6BF26A8D58,REQ-80DED8FEE6BC,2026-09-13 08:11:46
EVT-0000808,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,INFRA_008,Runtime node unavailable,Infrastructure,29285,SESS-EDCD2D78FB,REQ-F1F9CD80176B,2026-09-11 01:47:13
EVT-0000810,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4324,SESS-BC3430F4D9,REQ-9B14D4B25DC9,2026-09-10 05:44:58
EVT-0000835,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5724,SESS-05BB1D6102,REQ-1923A4919B12,2026-09-14 20:42:46
EVT-0000852,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4070,SESS-DAC2942AED,REQ-C91C9D5FF609,2026-09-11 23:08:30
EVT-0000883,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,9277,SESS-BD567CB1FD,REQ-9EFE77E737BF,2026-09-12 11:48:52
EVT-0000896,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3216,SESS-471692F916,REQ-2541F627B1B4,2026-09-16 02:15:58
EVT-0000903,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,TIME_004,Downstream response exceeded SLA,Timeout,49040,SESS-BC74B60F6F,REQ-AB253AC8E0FE,2026-09-16 08:35:10
EVT-0000952,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5173,SESS-DEA7F83172,REQ-7FCB2228983D,2026-09-12 09:49:31
EVT-0000965,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4188,SESS-F2B8B3CACC,REQ-E4E67E14FF77,2026-09-14 04:59:54
EVT-0000966,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4542,SESS-4163707EF6,REQ-60B426103FC4,2026-09-13 00:58:26
EVT-0001001,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5071,SESS-929A593649,REQ-F79039F3556F,2026-09-13 21:12:26
EVT-0001008,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,10760,SESS-B6F389FDA9,REQ-2A96D1EF0488,2026-09-11 09:58:19
EVT-0001019,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5341,SESS-00165B1BAF,REQ-93E37195F4B2,2026-09-14 23:08:33
EVT-0001023,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4901,SESS-9BEB104EF5,REQ-5F1B479AEAD9,2026-09-12 16:48:54
EVT-0001034,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,CFG_017,Interface configuration mismatch,Configuration,43511,SESS-C40D1E65AA,REQ-37350E3CA65F,2026-09-13 22:12:23
EVT-0001068,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4981,SESS-E2B10131E7,REQ-0016BC122D9D,2026-09-16 20:33:57
EVT-0001071,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,15422,SESS-6EB64B4734,REQ-74B53AEABDB2,2026-09-11 15:04:35
EVT-0001080,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,11377,SESS-64B4918C5B,REQ-28CD3D78C43E,2026-09-11 22:17:35
EVT-0001085,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,20604,SESS-1627D2BAA4,REQ-806EC83D9858,2026-09-13 21:08:16
EVT-0001090,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Failed,AUTHZ_403,Caller is not authorized,Authorization,68291,SESS-E6EC8158D1,REQ-1116FB6B3452,2026-09-14 14:31:05
EVT-0001093,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4886,SESS-944E704A8F,REQ-F97EC37EEC01,2026-09-14 16:47:29
EVT-0001094,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,NET_CONN_003,Connection reset by peer,Network,36236,SESS-0A49D0E7FB,REQ-F6B6ABD2886F,2026-09-14 18:13:01
EVT-0001102,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,12401,SESS-7BFF1C65C0,REQ-7DE919F7FF6B,2026-09-10 01:11:19
EVT-0001108,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,13400,SESS-33473B7654,REQ-79E52AFED602,2026-09-11 14:16:46
EVT-0001126,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Failed,AUTH_401,Service credential rejected,Authentication,32236,SESS-7E1700ACB0,REQ-BF6C467FDB5D,2026-09-10 10:34:01
EVT-0001127,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Failed,AUTHZ_403,Caller is not authorized,Authorization,78095,SESS-72E4621E3C,REQ-5A084AC79F93,2026-09-15 04:31:33
EVT-0001139,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4141,SESS-DCCB721C45,REQ-141D0F90BB9A,2026-09-15 16:11:26
EVT-0001140,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,12941,SESS-87F34E1DF9,REQ-D47D8DD6D788,2026-09-11 05:22:42
EVT-0001169,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5493,SESS-F470975F25,REQ-2EBA8C27123D,2026-09-15 21:21:04
EVT-0001178,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Retry,VAL_400,Required business field failed validation,Validation,12185,SESS-C175AAF2E5,REQ-1311D4852E91,2026-09-10 00:48:52
EVT-0001180,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,16021,SESS-A66BF52F5B,REQ-5B41F955D070,2026-09-10 07:35:26
EVT-0001185,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,AUTH_401,Service credential rejected,Authentication,30765,SESS-804EF3A0B7,REQ-4F76C5CE1F91,2026-09-10 04:28:49
EVT-0001199,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4129,SESS-27223A25A4,REQ-1887F4145DEB,2026-09-11 21:30:11
EVT-0001224,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,AUTHZ_403,Caller is not authorized,Authorization,30287,SESS-371791C86F,REQ-9BD3F07B04B2,2026-09-15 14:23:21
EVT-0001242,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,CFG_017,Interface configuration mismatch,Configuration,37128,SESS-21B98B7D7D,REQ-D992E9D5D788,2026-09-16 07:34:11
EVT-0001247,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,6069,SESS-8DA6EE496B,REQ-221A4F8EA563,2026-09-16 03:50:14
EVT-0001282,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3789,SESS-9A6E2BFB59,REQ-27BDF804B6BF,2026-09-10 03:54:09
EVT-0001298,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4062,SESS-B8E0E6F255,REQ-C14C35007B36,2026-09-16 15:01:31
EVT-0001299,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,VAL_400,Required business field failed validation,Validation,23647,SESS-398660E8F6,REQ-B81F494A3DBE,2026-09-10 07:07:46
EVT-0001300,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3840,SESS-33874A784A,REQ-D88DA9B0ED9F,2026-09-13 11:25:54
EVT-0001301,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,9730,SESS-D4E6E9D861,REQ-2804C4F5EC7F,2026-09-15 09:28:01
EVT-0001308,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4886,SESS-51BAD508EB,REQ-345BDD20135B,2026-09-15 20:44:41
EVT-0001320,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,12437,SESS-91005FBB1B,REQ-E3F5D49D8E38,2026-09-13 12:26:37
EVT-0001336,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4994,SESS-300D5FDCD0,REQ-889CAFCF9621,2026-09-14 12:13:55
EVT-0001352,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5423,SESS-786D4123E0,REQ-35BED59B3BD9,2026-09-13 13:14:48
EVT-0001353,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,7642,SESS-C590E5E637,REQ-EF6C15883586,2026-09-13 20:17:37
EVT-0001394,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,13310,SESS-83F48DD9CF,REQ-E66ACCBC4B30,2026-09-11 07:12:29
EVT-0001410,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4224,SESS-B68E18A92D,REQ-F6C5591CDB17,2026-09-10 18:08:44
EVT-0001419,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3769,SESS-BAF57D8E2F,REQ-4ED2B3F1080C,2026-09-11 04:25:59
EVT-0001437,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,15349,SESS-728FE9E588,REQ-F76023A98DDD,2026-09-12 08:13:09
EVT-0001446,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Retry,VAL_400,Required business field failed validation,Validation,8948,SESS-F0B26F9449,REQ-DA11F069E4D2,2026-09-10 17:09:47
EVT-0001447,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Retry,CFG_017,Interface configuration mismatch,Configuration,8584,SESS-B371E7C8B5,REQ-860387C009EA,2026-09-10 18:40:31
EVT-0001461,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4955,SESS-7EDF30EEE7,REQ-C2A3373E3FF4,2026-09-13 19:29:17
EVT-0001466,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,13684,SESS-A827A3119C,REQ-B69E69AD9E64,2026-09-10 04:44:43
EVT-0001476,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4974,SESS-3D8C1A1572,REQ-DDA288D91E44,2026-09-11 00:38:30
EVT-0001490,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4434,SESS-F4716CD3FB,REQ-3B41D9F46073,2026-09-16 21:34:57
EVT-0001495,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,12257,SESS-958C42C6B9,REQ-145BB2D71DA8,2026-09-14 16:12:58
EVT-0001512,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,9792,SESS-5B2A0B1210,REQ-31C7FBEE0B07,2026-09-15 12:22:22
EVT-0001516,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,12457,SESS-ABBFD2BA72,REQ-B42B64A34DDD,2026-09-13 01:07:59
EVT-0001523,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,14753,SESS-E3BC7EF687,REQ-6F90CDC27CCE,2026-09-14 06:28:35
EVT-0001566,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4858,SESS-353CD71971,REQ-733FADB7C854,2026-09-14 07:57:01
EVT-0001574,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4786,SESS-2D4B7B55A8,REQ-335038BFC27A,2026-09-15 09:01:42
EVT-0001587,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5358,SESS-A39C90891A,REQ-6D139A545A86,2026-09-13 11:05:27
EVT-0001588,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,8989,SESS-9EB42A53A4,REQ-577A208ECFF5,2026-09-15 06:33:38
EVT-0001634,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Retry,INFRA_008,Runtime node unavailable,Infrastructure,8981,SESS-DD0662A244,REQ-6A5F440A3D27,2026-09-15 06:40:47
EVT-0001637,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5611,SESS-D1D3CC1B49,REQ-14578D129165,2026-09-12 17:18:44
EVT-0001643,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,14195,SESS-5E303CA236,REQ-953015E0B673,2026-09-12 18:43:22
EVT-0001653,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,11362,SESS-9A0942DFAB,REQ-F8F87502132A,2026-09-10 21:50:25
EVT-0001665,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,6527,SESS-058C93E515,REQ-BCA309DC6612,2026-09-13 06:41:14
EVT-0001675,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3204,SESS-51118A97B9,REQ-D1CC59CB82E4,2026-09-14 14:36:44
EVT-0001686,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,5780,SESS-ED483B27B3,REQ-3AC9DA481764,2026-09-13 13:28:33
EVT-0001696,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3143,SESS-C6C1A47E6A,REQ-B742C0BD1DF6,2026-09-11 09:16:26
EVT-0001711,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,2662,SESS-55258C8BD7,REQ-3CF30A007A81,2026-09-16 08:17:44
EVT-0001713,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,4414,SESS-CA3AE94760,REQ-4771E1AE3F81,2026-09-14 23:42:26
EVT-0001734,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,18949,SESS-5E0459A327,REQ-53B4E4926A34,2026-09-16 21:38:08
EVT-0001737,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Retry,TIME_004,Downstream response exceeded SLA,Timeout,8497,SESS-B44301214B,REQ-545A29425A68,2026-09-11 02:49:24
EVT-0001745,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,12344,SESS-010096C033,REQ-5B9649BC72FB,2026-09-13 18:49:38
EVT-0001752,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,13454,SESS-B116C5EA75,REQ-70A229635B43,2026-09-10 16:53:05
EVT-0001815,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Failed,AUTH_401,Service credential rejected,Authentication,32201,SESS-A032A849A5,REQ-C705875DBC26,2026-09-14 16:13:14
EVT-0001838,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3847,SESS-4A9CE2F8C7,REQ-BBE2277394E8,2026-09-16 03:17:56
EVT-0001849,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,15026,SESS-05ABF96AD1,REQ-DECD45EDFD96,2026-09-12 12:31:33
EVT-0001852,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,19191,SESS-400AD9EC23,REQ-6D986EA96BF1,2026-09-11 19:40:51
EVT-0001865,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Retry,VAL_400,Required business field failed validation,Validation,41796,SESS-270F600177,REQ-89E04C0691EB,2026-09-15 10:47:39
EVT-0001874,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,14721,SESS-45087D477C,REQ-D460338D9A1E,2026-09-14 22:48:55
EVT-0001876,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Success,,,,3640,SESS-C9A68184CD,REQ-C72B40F34010,2026-09-10 03:33:11
EVT-0001882,IF_HCMWM_SAPFIN_001,HCM,SAP_ERP,ESB,Async,Retry,DB_COMMIT_014,Transaction commit failed,Database,11435,SESS-7B48456055,REQ-3514ABD9280E,2026-09-10 03:25:34
EVT-0001891,IF_HCMPAY_SAPFIN_001,HCM,SAP_ERP,SFTP,Batch,Success,,,,16073,SESS-C545E6C74F,REQ-E475F77078AD,2026-09-15 01:33:04
