EventID,InterfaceID,SourceSystem,TargetSystem,Middleware,Pattern,Status,ErrorCode,ErrorText,RootCauseClass,Latency_ms,SessionID,RequestID,Timestamp
EVT-0000074,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Failed,CFG_017,Interface configuration mismatch,Configuration,6314,SESS-E65C089F19,REQ-AAB8E2998EB6,2026-09-11 04:53:02
EVT-0000077,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,13624,SESS-2A7E034B02,REQ-575DE282E315,2026-09-12 22:35:02
EVT-0000089,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1572,SESS-A9E8A728D3,REQ-29029ED1CE84,2026-09-16 19:02:10
EVT-0000091,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,17432,SESS-110CC999E3,REQ-A4E3D4618EAD,2026-09-15 08:35:06
EVT-0000100,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,9832,SESS-ABDA845664,REQ-8EC29860F0EA,2026-09-14 06:44:18
EVT-0000105,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1016,SESS-BF0203AE40,REQ-713033375C91,2026-09-12 20:57:16
EVT-0000108,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Retry,AUTHZ_403,Caller is not authorized,Authorization,5908,SESS-A266C5618E,REQ-90BBBE9E9F2C,2026-09-12 17:27:43
EVT-0000110,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Retry,AUTH_401,Service credential rejected,Authentication,26863,SESS-B49FA3DE33,REQ-E40C226B4AF4,2026-09-14 03:41:34
EVT-0000115,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,9611,SESS-80CE5559D9,REQ-8F9D13C90194,2026-09-15 13:45:34
EVT-0000118,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,15320,SESS-A80B094C6A,REQ-621634CEC92B,2026-09-16 14:56:53
EVT-0000119,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,940,SESS-B5A25FC2E0,REQ-D764D1EDFB26,2026-09-10 06:20:44
EVT-0000126,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,14003,SESS-54291BE9BC,REQ-E950527453BF,2026-09-14 16:18:25
EVT-0000127,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Failed,VAL_400,Required business field failed validation,Validation,7945,SESS-779F6B5893,REQ-FCD023F2CB86,2026-09-14 22:38:27
EVT-0000129,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1505,SESS-A5B5AAA82E,REQ-09DD82F66AFE,2026-09-10 08:04:37
EVT-0000136,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,871,SESS-78DBB98D14,REQ-60302A0CDC90,2026-09-16 15:42:25
EVT-0000138,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1550,SESS-B5E64686C1,REQ-1D8540F9C3F3,2026-09-16 14:06:03
EVT-0000142,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Retry,TIME_004,Downstream response exceeded SLA,Timeout,7432,SESS-86D4DC3A9F,REQ-5988ADED80F0,2026-09-10 10:27:01
EVT-0000146,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,651,SESS-8523309A40,REQ-64748B9525DB,2026-09-10 22:03:26
EVT-0000147,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Failed,EXT_502,Downstream service returned 502,External Service,4083,SESS-7115F9A2C6,REQ-B854B0B1669E,2026-09-15 06:31:40
EVT-0000160,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Failed,NET_CONN_003,Connection reset by peer,Network,14600,SESS-2EF662EB34,REQ-C72AF1D9E361,2026-09-13 16:07:38
EVT-0000163,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,2118,SESS-BA0CF9E71B,REQ-2ED3E7C821D1,2026-09-15 09:30:19
EVT-0000165,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,1990,SESS-E9AB94FDF9,REQ-8CA2ABF96D9A,2026-09-12 00:48:32
EVT-0000177,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Retry,EXT_502,Downstream service returned 502,External Service,4475,SESS-6F2C021A77,REQ-196326F553FB,2026-09-13 14:35:12
EVT-0000179,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1932,SESS-0618B6041E,REQ-5B88754C8CE5,2026-09-14 04:53:09
EVT-0000180,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,18373,SESS-CD938D4516,REQ-58393A52AB31,2026-09-14 12:53:47
EVT-0000181,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,18277,SESS-B8851DC6EA,REQ-EAE1E1EE6293,2026-09-16 14:40:56
EVT-0000183,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,1256,SESS-D8696CC7BB,REQ-2FAA9452395A,2026-09-10 09:33:36
EVT-0000186,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,491,SESS-9968E58329,REQ-E2AE5876BBCB,2026-09-12 22:32:05
EVT-0000187,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2467,SESS-802736947F,REQ-11DA91235BA2,2026-09-10 08:24:15
EVT-0000190,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,17344,SESS-D10905BADC,REQ-4737FFC61DEC,2026-09-10 02:21:18
EVT-0000192,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,1260,SESS-C1AB635B57,REQ-4471840B54A2,2026-09-11 21:55:25
EVT-0000194,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,16229,SESS-5C24FB8B6F,REQ-DAD5857D74AB,2026-09-12 03:21:21
EVT-0000197,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Retry,EXT_502,Downstream service returned 502,External Service,3398,SESS-99F13602A6,REQ-716E04A6B67D,2026-09-11 20:48:05
EVT-0000198,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,508,SESS-A0E8E22648,REQ-A1E9FD26F636,2026-09-14 01:45:51
EVT-0000204,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Failed,INFRA_008,Runtime node unavailable,Infrastructure,39130,SESS-7DFA840180,REQ-BCB4D903ABCB,2026-09-13 00:42:36
EVT-0000208,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1420,SESS-9FA0D08D27,REQ-D103F24E02BC,2026-09-10 12:29:39
EVT-0000209,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,1129,SESS-2B6CEFE5FC,REQ-3690920F51ED,2026-09-13 12:32:53
EVT-0000216,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,1077,SESS-485B3A912A,REQ-5412DB2BFDDF,2026-09-15 18:35:40
EVT-0000223,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Retry,CAP_003,Downstream service is at capacity,Capacity,4433,SESS-E5946FD5D7,REQ-8FB00EF871B9,2026-09-13 06:41:42
EVT-0000225,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,1113,SESS-9122E4B158,REQ-6CF478200CA7,2026-09-16 23:44:14
EVT-0000227,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,760,SESS-0224486A49,REQ-92C32DF43741,2026-09-10 20:43:48
EVT-0000229,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,256,SESS-5F4FED9255,REQ-5244BAF813B6,2026-09-11 19:27:11
EVT-0000231,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,615,SESS-6C150A3AA5,REQ-4C74063B6976,2026-09-10 03:23:21
EVT-0000234,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2458,SESS-10F338513D,REQ-7F652DD09CE7,2026-09-11 14:45:26
EVT-0000240,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,15309,SESS-39EB86F773,REQ-FD7658E2D61D,2026-09-10 07:04:09
EVT-0000241,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Retry,AUTHZ_403,Caller is not authorized,Authorization,40212,SESS-A162F9317F,REQ-FBF97E72B127,2026-09-16 10:56:44
EVT-0000246,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Failed,CFG_017,Interface configuration mismatch,Configuration,9307,SESS-900105F1F0,REQ-C63F51314608,2026-09-14 04:17:04
EVT-0000248,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Retry,CAP_003,Downstream service is at capacity,Capacity,8656,SESS-828455C64F,REQ-F918AB4C568D,2026-09-10 14:37:33
EVT-0000249,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2317,SESS-E5F72D6580,REQ-F3B3ACE3ABF6,2026-09-12 06:13:26
EVT-0000253,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,12072,SESS-D30E23EF7E,REQ-C663702CFA47,2026-09-10 03:08:25
EVT-0000254,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,18947,SESS-24E3C5BB06,REQ-D145AA34BA6E,2026-09-16 01:02:38
EVT-0000259,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,858,SESS-64D472EE81,REQ-029C7DBEDCDB,2026-09-10 06:49:09
EVT-0000270,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,15258,SESS-DD24CDF290,REQ-836B76374945,2026-09-15 02:36:04
EVT-0000271,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Failed,VAL_400,Required business field failed validation,Validation,11124,SESS-7D180EB51B,REQ-72B6A4D053F1,2026-09-10 05:37:44
EVT-0000276,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1289,SESS-4BD8F8488A,REQ-6BBE383DB61D,2026-09-11 13:31:02
EVT-0000280,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,2889,SESS-8DFAFE9391,REQ-87DA83F5904F,2026-09-10 16:13:35
EVT-0000282,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,490,SESS-59C6DC7824,REQ-F3F3DA7602B2,2026-09-15 23:35:47
EVT-0000285,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2291,SESS-DC0378161A,REQ-ED17C2C4E153,2026-09-14 10:40:39
EVT-0000287,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2212,SESS-596358C938,REQ-F99BCA7C2E07,2026-09-16 14:59:49
EVT-0000301,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1418,SESS-E1240065A0,REQ-9522D55C19ED,2026-09-16 05:16:16
EVT-0000302,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,1173,SESS-720CBD5B37,REQ-BF0B0B762643,2026-09-16 12:34:05
EVT-0000304,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,23106,SESS-FA7D885630,REQ-5552563CB764,2026-09-11 00:48:27
EVT-0000306,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,3063,SESS-1B7A72598C,REQ-4065D28EA68C,2026-09-13 15:29:32
EVT-0000307,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Retry,CAP_003,Downstream service is at capacity,Capacity,43872,SESS-79E2586969,REQ-EE7D7FD2AAA1,2026-09-13 18:09:00
EVT-0000310,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Retry,CAP_003,Downstream service is at capacity,Capacity,2220,SESS-36762A65A4,REQ-A10A6EBDA40B,2026-09-15 09:41:48
EVT-0000312,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,13483,SESS-3C5D2183D4,REQ-4F31F0DBB8EC,2026-09-13 10:58:02
EVT-0000318,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,11576,SESS-21CA463648,REQ-208FC150BAD5,2026-09-11 21:59:46
EVT-0000319,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,608,SESS-86FEAEF153,REQ-80846E712EDF,2026-09-16 23:40:34
EVT-0000320,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,1862,SESS-24594A0675,REQ-BB54E2133381,2026-09-16 02:05:22
EVT-0000324,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Retry,TIME_004,Downstream response exceeded SLA,Timeout,51680,SESS-3111EABA15,REQ-036C179FDCCE,2026-09-12 14:27:07
EVT-0000328,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1518,SESS-E5AC5B9335,REQ-CDECB64879B5,2026-09-10 21:45:27
EVT-0000333,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,13823,SESS-E889734621,REQ-643A05B3F93B,2026-09-11 10:43:27
EVT-0000338,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,906,SESS-C6FAA8AF71,REQ-A0D70290C883,2026-09-16 17:59:05
EVT-0000341,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,3250,SESS-8EEB46FF8F,REQ-1E843B021EFB,2026-09-14 07:01:44
EVT-0000351,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,997,SESS-D54858FA6D,REQ-A406075691E9,2026-09-14 08:28:46
EVT-0000352,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Retry,AUTHZ_403,Caller is not authorized,Authorization,1641,SESS-D1E72D99B5,REQ-223139367B31,2026-09-16 14:12:10
EVT-0000354,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2592,SESS-37A94DA5BF,REQ-D94231E60EE3,2026-09-13 18:39:34
EVT-0000355,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Retry,CFG_017,Interface configuration mismatch,Configuration,4320,SESS-9CEF542849,REQ-13AADCF5341D,2026-09-16 09:53:13
EVT-0000357,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,569,SESS-A5310D0EAC,REQ-7C2B100FDA22,2026-09-10 23:52:18
EVT-0000358,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,1117,SESS-7665B6A144,REQ-57051EAF6E36,2026-09-15 16:34:10
EVT-0000360,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,13639,SESS-397965AF8A,REQ-70C71E257BEA,2026-09-13 06:04:54
EVT-0000364,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Retry,CFG_017,Interface configuration mismatch,Configuration,2528,SESS-7484A7BE16,REQ-FED440D03D55,2026-09-10 22:35:19
EVT-0000372,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,15807,SESS-9541EDA946,REQ-2E63A31F6F39,2026-09-14 07:36:18
EVT-0000373,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1227,SESS-A3A85ED1C0,REQ-50C46B06FD31,2026-09-15 13:55:06
EVT-0000375,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,948,SESS-F5CBA4771C,REQ-F17FEBC0FFC8,2026-09-13 11:48:57
EVT-0000378,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,768,SESS-741FCFDB93,REQ-B77F9AD03D06,2026-09-16 02:10:43
EVT-0000380,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2701,SESS-0996452438,REQ-CE2587DBFB01,2026-09-14 22:32:48
EVT-0000384,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,3229,SESS-677F841E14,REQ-696E95E0F034,2026-09-15 03:48:15
EVT-0000391,IF_SAPPP_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,828,SESS-6BB9CD5CEA,REQ-B839C1B335B1,2026-09-13 05:29:40
EVT-0000397,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Retry,DB_COMMIT_014,Transaction commit failed,Database,3501,SESS-17B0122E8E,REQ-F9662783B855,2026-09-11 21:16:28
EVT-0000398,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,909,SESS-4A7332AB1A,REQ-992C786D1021,2026-09-13 16:42:38
EVT-0000400,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,13837,SESS-B886770701,REQ-D7858CF786A4,2026-09-10 20:21:54
EVT-0000401,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,7663,SESS-FB8D2B3408,REQ-4A7888A84690,2026-09-15 05:19:41
EVT-0000402,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,2823,SESS-4A2B75656F,REQ-661B4B98A12D,2026-09-16 11:43:56
EVT-0000405,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,12462,SESS-EB4F2B730C,REQ-A26B32B6BE0E,2026-09-16 19:06:09
EVT-0000409,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,781,SESS-4F4E4E93B7,REQ-A60843CBC3A3,2026-09-15 21:26:10
EVT-0000423,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,17373,SESS-AD52CDB8FE,REQ-6A5EE06DCD67,2026-09-15 20:23:51
EVT-0000426,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1356,SESS-2FB25E9754,REQ-D34AA8D5C361,2026-09-12 04:02:51
EVT-0000430,IF_SAPPROC_ORIM_001,SAP_ERP,ORACLE_SCM,REST_API,REST,Success,,,,1677,SESS-2DDA36EFF4,REQ-3FC1AB68833C,2026-09-13 12:05:17
EVT-0000432,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,2785,SESS-294D16D9A4,REQ-64E49E5F04A7,2026-09-14 21:58:17
EVT-0000434,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Failed,CAP_003,Downstream service is at capacity,Capacity,72198,SESS-F86423E9F6,REQ-85645B3D2C26,2026-09-14 20:31:34
EVT-0000439,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,14021,SESS-599B67ED4D,REQ-BE7E2FA7E3F7,2026-09-13 06:43:53
EVT-0000441,IF_SAPPP_ORSC_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1816,SESS-38A3C7A05F,REQ-8F29DD306AB5,2026-09-16 05:19:45
EVT-0000454,IF_SAPQM_ORWMS_001,SAP_ERP,ORACLE_SCM,Kafka,Async,Success,,,,1559,SESS-DF537160EB,REQ-4F5B6B1D35AA,2026-09-11 11:21:03
EVT-0000459,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,985,SESS-3DDBA142AA,REQ-B8260400A6E5,2026-09-13 14:34:56
EVT-0000461,IF_SAPQM_MESPE_001,SAP_ERP,MES,Kafka,Async,Success,,,,727,SESS-F48AB0AB60,REQ-7BAC630D7318,2026-09-12 01:13:42
EVT-0000465,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Failed,TIME_004,Downstream response exceeded SLA,Timeout,92277,SESS-0C9EF8264C,REQ-65EF91B4658E,2026-09-16 13:02:05
EVT-0000469,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Failed,VAL_400,Required business field failed validation,Validation,22512,SESS-9DAC2E3A4C,REQ-BB6228E13B0D,2026-09-13 23:32:34
EVT-0000473,IF_SAPPROC_ORWMS_001,SAP_ERP,ORACLE_SCM,SFTP,Batch,Success,,,,11151,SESS-FD80B0FF8D,REQ-E930293645EC,2026-09-16 10:28:12
EVT-0000475,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,14333,SESS-80F089E72A,REQ-E3B77054F81E,2026-09-14 09:08:52
EVT-0000476,IF_SAPFIN_HCMPAY_001,SAP_ERP,HCM,SFTP,Batch,Success,,,,9003,SESS-9351FD8D66,REQ-3646C525FC11,2026-09-15 11:08:39
